5.338753042786335001e-01,1.259733193040813326e+00
-1.016860109342237140e+00,-1.349167371631561085e+00
-1.976668562765054038e-01,-6.952162549361869948e-01
-6.227606474053988261e-01,1.704660721757268182e-01
-1.027534111958797958e+00,-7.217109958186542773e-01
5.725979796783995379e-01,-1.324480386697016177e-01
1.253291114205684342e-01,2.319908245607383845e-01
-2.290430781528574045e+00,-9.964305765713208363e-01
1.454362991879313061e+00,4.160879538481483397e-01
8.196909594446053493e-01,6.682735748695386446e-01
4.456547251583147795e-01,2.870188801406846069e-01
-7.270057365848793252e-01,2.737964040740845650e-01
1.074783363623001420e-01,-1.049973249464007719e+00
-2.792659785642445658e-02,3.796323291433467140e-01
-1.079892288699539682e+00,-5.599656703005641001e-01
1.110252405638674222e+00,6.483770258657461927e-02
-3.713324244028728960e-01,-9.490250471586448855e-01
5.467575315743938846e-01,-6.768046707271562212e-01
8.782749021179003801e-02,1.231379649471386228e+00
1.164209631026146496e+00,2.266781483601122971e-01
2.491383483379400188e-02,5.858145517979523875e-01
4.391611020298946677e-03,1.081195095944873952e+00
-6.351673949127829566e-01,-9.406192050818237282e-01
-7.666744386750630191e-01,-6.256169408718247338e-01
-1.526849709643314679e+00,-1.510093207138131222e+00
6.049931781323815150e-01,-2.438110456895568046e-01
2.214168506335456588e-02,-1.818466525473860562e+00
-3.663475014977549127e-01,3.594986039013234880e-01
-1.364123517056982982e+00,-1.712682980162489432e+00
-1.725211924229763216e+00,-2.195066980623940900e+00
1.215600781684151643e+00,2.250758527690563948e-01
6.803184633732437536e-01,2.864576153984982110e+00
5.343783215709695389e-01,1.444236242568368134e+00
9.158868725956498258e-01,6.855574345816835280e-02
-1.720641486682112253e+00,-4.059060769681497871e-01
-1.061064651760642796e+00,4.696882772978362985e-01
-4.455114596636052249e-01,-8.428429342246089861e-01
7.761831522235275171e-01,8.768506631400716511e-01
1.064152729342548787e+00,2.076966177698028826e+00
1.994152281250344272e+00,-3.002494870930873527e-01
3.492595915866510969e-01,3.530787450966471619e-01
4.580849646353468696e-03,8.109779333799436163e-01
8.930242380404268543e-01,-1.894909603960053701e+00
2.132964503981554127e+00,6.299590740396565636e-01
-1.189218054999624075e+00,-1.437024048139972088e+00
1.081617975531958598e+00,-4.583924168320052117e-01
-2.429489007413021540e-02,8.738483595114151514e-01
1.337414703705938956e+00,2.788117958768412397e-01
