-6.355887817562186903e-01,6.492374333290522603e-01,8.688359994477727888e-01
-3.008397689830824451e+00,-8.940866827822362417e-01,-9.528224833935370341e-01
9.422775405065700882e-01,1.802886427224873245e+00,7.443180306480380315e-01
8.510319334728844165e-02,-3.361573343962582783e-01,3.096955694940116688e-01
-3.757773597653096265e-01,6.040888234905109622e-01,-1.732593087965280665e+00
-1.039456128448697170e+00,2.771830716640875658e-01,3.546821002850113480e+00
-7.285862945510584998e-01,8.761998924302192293e-01,-6.714647219773228759e-01
1.253449941345116336e+00,4.435898072779262957e-01,-4.535914619493949806e-01
2.030628406294978650e-01,-1.149501544874247383e+00,-2.384542662025543436e+00
-7.350748825115499541e-01,-1.692027021136063847e-01,-3.809107425593009078e-01
3.381670866372985085e+00,-9.264935329809586007e-01,1.794197666230665122e+00
2.494551842893006022e+00,2.054614290243145236e-01,4.827538907741668162e+00
-2.674383506374093500e+00,-2.840578937458728692e-01,-1.761379730900329177e+00
-1.466608555395518820e-01,2.127212747603805632e+00,9.180231674346848170e-01
6.070100739340426044e-01,1.454552027936721670e+00,6.787112612105214993e-01
-1.384416973698992637e+00,-1.429670163039225894e+00,-2.241760061816175043e+00
-1.429487367446955703e+00,-6.404429083003282397e-01,4.774837134066592381e-01
-3.792502414939566524e+00,-4.965832300912328967e-01,-2.679217577272752671e+00
3.506214696655325924e-01,3.192274534487733045e-02,-2.372350711838156823e+00
2.799733264113044573e-01,-1.924153311963568536e+00,-2.644007780188455392e+00
6.911437897299921307e-01,1.051432132496404659e+00,3.337322306716895337e+00
-1.994384698446252102e+00,-9.053259376158555582e-01,1.184495953284820047e+00
-3.489635216794337302e-01,3.390088131024104889e-01,3.398805432819785199e+00
2.184165297935748651e+00,1.027077411995937634e-01,1.103296738103415109e+00
-2.623830720151859031e-01,7.504596332924048374e-01,8.983281879873906695e-01
-3.575285035309822668e+00,-6.437467461663496371e-01,-3.749132833435307455e-01
4.715916755704195329e-01,4.427475434805833165e-01,9.040018673719892872e-01
-1.116445229143735451e+00,6.918425061176390889e-01,1.921650320251642174e+00
-1.812976459070673174e+00,3.326989547707528277e-02,-3.714630497742142712e+00
2.299153114641956097e-01,1.765158590045005527e+00,1.001347138582385776e+00
2.617087657865133088e-01,-2.770750247137189204e-01,-2.444144837257920116e-02
8.080544858646860895e-01,-3.309891846962473849e-01,1.064277817507596424e+00
7.720505102567915001e-01,2.832543030545835006e+00,1.345152241937542348e+00
-8.107703655302979096e-01,-1.442020092272866538e+00,5.281738652621292829e-01
-2.860885859915919260e-01,7.486927260186043709e-01,7.920367598212695315e-01
6.188479519121156125e-01,-9.370120202412604016e-01,-3.535248315118174611e-01
-1.616721452553016913e+00,-2.403873397280771596e-01,-1.183959300055379860e+00
1.735919251757557680e+00,1.007215438321585221e+00,8.058784464516218771e-01
-1.598209815133615042e+00,1.618016952216921878e+00,-5.361115276096152238e-01
1.164590817680052126e+00,-8.751056310375273650e-01,4.049169495497363380e-01
-8.623243783418692299e-02,2.001933835241216098e-01,-5.141453697281851420e-01
4.930830742043399439e-01,-6.581737465019182887e-01,-5.054876106538355174e-01
7.558634346676627036e-01,-6.947134096100687772e-01,-2.277622714235725709e+00
2.963950797026240203e-01,-1.021081280702825334e+00,-5.490290617332402867e-01
-1.673414257229846935e+00,8.292448261570539714e-01,-1.283835961523444480e+00
-1.852101529340970387e+00,-1.061051630050246164e+00,-1.121192351022004541e+00
-3.517859099471468826e-02,-3.780633680287701637e-01,-1.114325065830841011e+00
-4.847143850595349579e-01,-6.093260744141836271e-01,3.340558726771162418e-02
-1.347918777491957432e+00,-1.249863031281675009e-02,-1.255617000758535662e+00
2.923888223294130451e-01,-3.380741965265594007e-01,-1.689204551831798629e+00
-1.155342262196266789e+00,-3.027545792586366913e-02,-1.002082282349862075e+00
-8.650450099345162736e-01,-1.680105043520003560e+00,-1.212759539045090706e+00
-5.273043052491546145e-01,2.031378504856836464e+00,-1.899893814559148672e-02
1.207926173471158382e+00,2.152379999964614266e-01,-1.030319237463060533e+00
-1.959602895527746691e+00,-1.118082388182100928e+00,-2.055428852587903421e+00
1.335584603051626074e+00,1.780129379867816830e+00,4.091982751599331225e-01
-2.898130261407463326e-01,4.628256317702305611e-01,-2.157045185967942480e+00
1.730526016180424509e-01,-2.967460576822965601e-01,7.275494986137875930e-01
-6.306777326082787516e-01,-4.644326432755154221e-01,1.120529697714596873e+00
1.916526027106079777e+00,9.568463857089424263e-01,2.287421112723441841e+00
-9.014948698584127063e-02,-3.708826578026497844e-01,-2.218292115677475529e+00
-1.084697934866746261e+00,-1.976261803361972769e+00,-1.169003433857858321e+00
1.527749201651468880e+00,2.163792167150764834e-01,2.150181436205681251e+00
-5.819893013927288639e-01,-7.187309875253318214e-01,-1.897266205004647821e+00
2.209182312240720869e-01,-7.279620694880171994e-02,1.488886372490520804e+00
-1.743045018388240441e+00,-6.974936100556918817e-01,-1.919344554274931447e+00
1.029234933679293196e+00,-1.290225824639613217e+00,-1.187903254294354477e-01
-1.508710483654292167e+00,-1.407599046788031938e+00,-1.007580788133301430e+00
